|                        Parameters |                       0 |   1 |                       2 |                      3 |   4 |   5 |   6 |   7 |   8 |                       9 |  10 |                      11 |                      12 |  13 |  14 |  15 |  16 |  17 |                      18 |                      19 |  20 |                     21 |  22 |                      23 |                      24 |  25 |                      26 |  27 |                      28 |                     29 |  30 |                      31 |  32 |  33 |  34 |  35 |  36 |  37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |
|  VER J2020+368.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|    VER J2020+368.spectral.lambda_ |  1.9786365754278472e-16 | 0.0 |    -0.12177510152911071 |   -0.04972369774338401 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.487067837377196e-19 | 0.0 |    0.008028392762014901 |  0.00021614112773524284 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -0.007204795800603376 |   4.808907748502656e-15 | 0.0 |   0.007187753392342387 | 0.0 |  -0.0009991790851696318 |   -8.42305822290784e-16 | 0.0 |  -0.0001962154720624834 | 0.0 |   -0.000779433987932914 | -4.375016520768144e-16 | 0.0 |   -0.000168341311794299 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2020+368.spectral.alpha |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2018+367.spectral.index |  -1.324826224252594e-16 | 0.0 |     0.04380066800079117 |   -0.08693925310507293 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -8.445757418259385e-21 | 0.0 |   6.965842913544391e-05 | -1.4825771808356215e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -0.002556284243810014 |  -9.235422305079535e-16 | 0.0 | -0.0009991790851696318 | 0.0 |     0.02045066837127209 |   5.561524409480393e-15 | 0.0 |  -0.0009478394728509125 | 0.0 |   9.314502149986885e-05 |  7.676343413389155e-17 | 0.0 |   7.908619436944222e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2018+367.spectral.amplitude | -1.3420513079691462e-28 | 0.0 |   4.500981013216108e-14 | -8.519842005721693e-14 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.226065260731073e-34 | 0.0 | -1.0721480053710749e-17 | -1.6758111761056257e-17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.4965872305048188e-15 | -1.3090746379489663e-27 | 0.0 |  -8.42305822290784e-16 | 0.0 |   5.561524409480393e-15 |    9.79628286629885e-27 | 0.0 |   6.534817028246278e-16 | 0.0 |   9.956443983643339e-17 |  8.003374695590265e-29 | 0.0 |   9.464940731392063e-18 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2018+367.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|    VER J2018+367.spectral.lambda_ | -1.2147057752282394e-17 | 0.0 |   0.0024732779902571123 |  -0.013119259130448886 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.1332784517016736e-20 | 0.0 |   0.0002259221108511103 |   3.821963621497169e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -0.000740585887035971 |  -2.630799799682371e-16 | 0.0 | -0.0001962154720624834 | 0.0 |  -0.0009478394728509125 |   6.534817028246278e-16 | 0.0 |   0.0004888428931605217 | 0.0 |   -8.34597491937257e-06 | -1.364938243223138e-18 | 0.0 | -3.4682519931058017e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2018+367.spectral.alpha |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2016+371.spectral.index |   -9.76436683685021e-17 | 0.0 |    0.029647801528101814 |    -0.0729994586697693 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -4.1175333458472845e-20 | 0.0 |  0.00042452394913785273 | -2.1512532226619816e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -0.0018962962963849756 | -1.1233334406323357e-15 | 0.0 |  -0.000779433987932914 | 0.0 |   9.314502149986885e-05 |   9.956443983643339e-17 | 0.0 |   -8.34597491937257e-06 | 0.0 |    0.019808539244145922 |  3.989940642831305e-15 | 0.0 |  -0.0010724358388695813 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2016+371.spectral.amplitude |  -6.727702172968079e-29 | 0.0 |  2.1997453643747918e-14 | -4.407130930582365e-14 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -8.642356335733494e-33 | 0.0 |   8.213497171746697e-17 |  -6.207496159662094e-18 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -8.652141962070726e-16 |  -5.874656550071287e-28 | 0.0 | -4.375016520768144e-16 | 0.0 |   7.676343413389155e-17 |   8.003374695590265e-29 | 0.0 |  -1.364938243223138e-18 | 0.0 |   3.989940642831305e-15 | 4.4252837547549976e-27 | 0.0 |  3.9655985038557333e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
