|                           Parameters |                       0 |                       1 |   2 |   3 |                       4 |                       5 |                       6 |   7 |                       8 |                       9 |  10 |                      11 |  12 |                      13 |                      14 |  15 |                      16 |  17 |                      18 |                      19 |  20 |                      21 |  22 |                      23 |                      24 |  25 |                      26 |  27 |  28 |  29 |  30 |  31 |  32 |                      33 |  34 |                      35 |                      36 |  37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |  52 |  53 |  54 |  55 |  56 |  57 |  58 |  59 |  60 |  61 |  62 |  63 |  64 |  65 |
|     VER J2020+368.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2020+368.spectral.lambda_ |  -3.660657831878763e-07 |  -9.518804822322086e-21 | 0.0 | 0.0 |   4.137197289718656e-06 |  -8.813756818663181e-10 | -1.3407196112399498e-06 | 0.0 |  -0.0015256166315315172 |  1.1923109129295534e-16 | 0.0 |   0.0013671350284745224 | 0.0 | -3.1377795686295844e-05 | -1.5555740183227733e-17 | 0.0 | -3.0151354107006763e-06 | 0.0 |  5.8302175217542864e-08 |  3.4956707422554895e-20 | 0.0 | -1.4115936528462661e-10 | 0.0 |    7.22195218013874e-08 |  2.4755570403419027e-21 | 0.0 |   5.621803055580714e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   6.267359224621931e-24 | 0.0 | -2.6085195393708346e-07 |  -3.296871289936973e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2020+368.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.index |  -5.287624461662921e-05 | -1.3184754815854554e-18 | 0.0 | 0.0 | -0.00032290277296902897 | -5.8171946919133665e-08 |  -1.656562129859968e-05 | 0.0 |  -9.612006717480598e-05 |  -4.617458043915396e-18 | 0.0 | -3.1377795686295844e-05 | 0.0 |      0.0270174406078969 |    6.49657048276875e-15 | 0.0 |  -0.0017841200521197201 | 0.0 |   6.680412844999592e-06 |   4.324332291533816e-18 | 0.0 |  2.1169177004673203e-08 | 0.0 |  2.0195416417928194e-05 |   6.928347079635053e-19 | 0.0 |   1.651372061956906e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.755768153301936e-21 | 0.0 |  -7.309424877174158e-05 |  -9.243641940760043e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.amplitude |  -5.882382983243419e-17 |  -1.470368864309767e-30 | 0.0 | 0.0 |  -3.597761424328632e-16 |  -6.467135352104875e-20 | -1.7130546755361756e-17 | 0.0 | -3.8763356841026503e-17 |  -8.009072301372208e-30 | 0.0 | -1.5555740183227733e-17 | 0.0 |    6.49657048276875e-15 |  1.0905760128799854e-26 | 0.0 |   6.656817582773687e-16 | 0.0 |   7.913034622958295e-18 |  5.0454856188470505e-30 | 0.0 |   1.526510930017181e-20 | 0.0 |  2.2451672405511443e-17 |   7.702429805421316e-31 | 0.0 |  1.8371095027262636e-20 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.9519584423335567e-33 | 0.0 |  -8.126178418407478e-17 | -1.0276467940490551e-17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2018+367.spectral.lambda_ | -1.3358635575257021e-06 | -3.3618001757269875e-20 | 0.0 | 0.0 |  -8.213455164553626e-06 | -1.4640063653238282e-09 | -2.9698152781258447e-07 | 0.0 |  -4.548240514517084e-06 |  -6.803609560124664e-19 | 0.0 | -3.0151354107006763e-06 | 0.0 |  -0.0017841200521197201 |   6.656817582773687e-16 | 0.0 |   0.0005768094949292363 | 0.0 |   2.145384985557651e-07 |   1.316020025373731e-19 | 0.0 | -2.4642739526120066e-10 | 0.0 |   5.087213198761107e-07 |   1.745350924917243e-20 | 0.0 |  4.2012384961623905e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   4.423836543287145e-23 | 0.0 |  -1.841678385338397e-06 | -2.3289215914588328e-07 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2016+371.spectral.index |  2.5707176647596446e-05 |   5.903287320969078e-19 | 0.0 | 0.0 |  -0.0020790809734992583 |   1.433716546671268e-07 |  -5.730790410131051e-06 | 0.0 |   3.476609095468939e-07 |   2.566565930557227e-20 | 0.0 |  5.8302175217542864e-08 | 0.0 |   6.680412844999592e-06 |   7.913034622958295e-18 | 0.0 |   2.145384985557651e-07 | 0.0 |     0.02972950714608331 |   3.892140478300774e-15 | 0.0 |  -0.0021574763634192866 | 0.0 |  2.8778635012600386e-05 |   9.875303538250113e-19 | 0.0 |   2.389461740491909e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  2.5029460711169828e-21 | 0.0 | -0.00010420163942359427 | -1.3176598818189412e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2016+371.spectral.amplitude |   1.547508968704612e-17 |  3.5341844802990826e-31 | 0.0 | 0.0 | -1.2614505893479675e-15 |   8.684256556240894e-20 | -2.7455077071694048e-18 | 0.0 |   2.095934465906696e-19 |  1.5389935063021722e-32 | 0.0 |  3.4956707422554895e-20 | 0.0 |   4.324332291533816e-18 |  5.0454856188470505e-30 | 0.0 |   1.316020025373731e-19 | 0.0 |   3.892140478300774e-15 |   4.075113926075245e-27 | 0.0 |  3.4946247850054656e-16 | 0.0 |  1.7478429369249804e-17 |   5.997668995076521e-31 | 0.0 |   1.450875753046807e-20 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.520118531999755e-33 | 0.0 |  -6.328489570418584e-17 |  -8.002536916748715e-18 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2016+371.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2016+371.spectral.lambda_ |  -6.858824810906545e-08 | -1.7809110106883287e-21 | 0.0 | 0.0 |   4.263578268523425e-06 | -3.1116914613042377e-10 |  1.0223590668163598e-07 | 0.0 |  -8.402173082561516e-10 |  -6.923542958104483e-23 | 0.0 | -1.4115936528462661e-10 | 0.0 |  2.1169177004673203e-08 |   1.526510930017181e-20 | 0.0 | -2.4642739526120066e-10 | 0.0 |  -0.0021574763634192866 |  3.4946247850054656e-16 | 0.0 |   0.0006594036420693706 | 0.0 | -5.6826787913853965e-08 |  -1.949791820956247e-21 | 0.0 | -4.6709773151723605e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -4.9447070195640085e-24 | 0.0 |  2.0587394466116802e-07 |  2.6041384879002454e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2016+371.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     LHAASO J2032+4102.spectral.index |  -0.0003992630211981543 |  -9.781373587039984e-18 | 0.0 | 0.0 |   -0.007315998337942551 |   1.796242428713302e-07 |    0.002068982985984577 | 0.0 |   4.864921514555076e-07 |  3.1815927126926734e-20 | 0.0 |    7.22195218013874e-08 | 0.0 |  2.0195416417928194e-05 |  2.2451672405511443e-17 | 0.0 |   5.087213198761107e-07 | 0.0 |  2.8778635012600386e-05 |  1.7478429369249804e-17 | 0.0 | -5.6826787913853965e-08 | 0.0 |     0.03444608251797186 | -3.8288488724957633e-16 | 0.0 |  -0.0022338444619253058 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   4.472962007305265e-19 | 0.0 |    -0.01122743714621462 |  -0.0035415679094722985 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| LHAASO J2032+4102.spectral.amplitude | -1.3689616667754326e-17 | -3.3597971788386205e-31 | 0.0 | 0.0 |  -2.512239633415318e-16 |   6.163545598574482e-21 |   7.103305890724325e-17 | 0.0 |   1.668051698466293e-20 |  1.0906200361156249e-33 | 0.0 |  2.4755570403419027e-21 | 0.0 |   6.928347079635053e-19 |   7.702429805421316e-31 | 0.0 |   1.745350924917243e-20 | 0.0 |   9.875303538250113e-19 |   5.997668995076521e-31 | 0.0 |  -1.949791820956247e-21 | 0.0 | -3.8288488724957633e-16 |   6.840723465199537e-29 | 0.0 |  1.3698401909485188e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.1140884253292334e-31 | 0.0 | -4.9868687947649225e-15 |  -5.319104557296808e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| LHAASO J2032+4102.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
